(A) + (B);Produção da Equipe;[(A) + (B)] / (D);(E) + (F) + (G) + (H);BDI:23,01%;Preço Unitário Total
23,17;0,00;1,0000;0,00;18,84;4,33;
23,17;0,00;1,0000;0,00;18,84;4,33;
23,17;0,00;1,0000;0,00;18,84;4,33;
23,17;0,00;1,0000;0,00;18,84;4,33;
23,17;0,00;1,0000;0,00;23,62;5,43;
29,05;0,00;1,0000;0,00;23,62;5,43;
29,05;0,00;1,0000;0,00;23,62;5,43;
29,05;0,00;1,0000;0,00;31,37;7,21;
38,58;0,00;1,0000;0,00;31,37;7,21;
38,58;0,00;1,0000;0,00;279,95;64,41;
344,36;0,00;1,0000;0,00;80,94;18,62;
99,56;0,00;1,0000;0,00;101,92;23,45;
125,37;0,00;1,0000;0,00;279,95;64,41;
344,36;0,00;1,0000;0,00;279,95;64,41;
344,36;0,00;1,0000;0,00;80,94;18,62;
99,56;0,00;1,0000;0,00;279,95;64,41;
344,36;0,00;1,0000;0,00;80,94;18,62;
99,56;0,00;1,0000;0,00;295,12;67,90;
363,02;0,00;1,0000;0,00;80,94;18,62;
99,56;0,00;1,0000;0,00;80,94;18,62;
99,56;0,00;1,0000;0,00;80,94;18,62;
99,56;0,00;1,0000;0,00;80,94;18,62;
99,56;0,00;1,0000;0,00;80,94;18,62;
99,56;0,00;1,0000;0,00;101,92;23,45;
125,37;0,00;1,0000;0,00;101,92;23,45;
125,37;0,00;1,0000;0,00;101,92;23,45;
125,37;0,00;1,0000;0,00;79,79;18,35;
98,14;0,00;1,0000;0,00;93,25;21,45;
114,70;0,00;1,0000;0,00;79,79;18,35;
98,14;0,00;1,0000;0,00;79,79;18,35;
98,14;0,00;1,0000;0,00;79,79;18,35;
98,14;0,00;1,0000;0,00;79,79;18,35;
98,14;0,00;1,0000;0,00;79,79;18,35;
98,14;0,00;1,0000;0,00;79,79;18,35;
98,14;0,00;1,0000;0,00;93,25;21,45;
114,70;0,00;1,0000;0,00;93,25;21,45;
114,70;0,00;1,0000;0,00;93,25;21,45;
114,70;0,00;1,0000;0,00;93,25;21,45;
114,70;0,00;1,0000;0,00;146,99;33,82;
180,81;0,00;1,0000;0,00;39,68;9,13;
48,81;0,00;1,0000;0,00;51,99;11,96;
63,95;0,00;1,0000;0,00;255,19;58,71;
313,90;0,00;1,0000;0,00;193,37;44,49;
237,86;0,00;1,0000;0,00;554,66;127,62;
682,28;0,00;1,0000;0,00;491,46;113,08;
604,54;0,00;1,0000;0,00;379,39;87,29;
466,68;0,00;1,0000;0,00;92,34;21,24;
113,58;0,00;1,0000;0,00;92,34;21,24;
113,58;0,00;1,0000;0,00;13,27;3,05;
16,32;0,00;1,0000;0,00;17,07;3,92;
20,99;0,00;1,0000;0,00;96,52;22,20;
118,72;0,00;1,0000;0,00;119,62;27,52;
147,14;0,00;1,0000;0,00;136,13;31,32;
167,45;0,00;1,0000;0,00;48,84;11,23;
60,07;0,00;1,0000;0,00;72,05;16,57;
88,62;0,00;1,0000;0,00;94,01;21,63;
115,64;0,00;1,0000;0,00;20,91;4,81;
25,72;0,00;1,0000;0,00;21,50;4,94;
26,44;0,00;1,0000;0,00;22,60;5,20;
27,80;0,00;1,0000;0,00;35,44;8,15;
43,59;0,00;1,0000;0,00;41,71;9,59;
51,30;17,87;1,0000;17,87;22,30;5,13;
27,43;0,00;1,0000;0,00;1.079,36;248,36;
1.327,72;0,00;1,0000;0,00;82,99;19,09;
102,08;0,00;1,0000;0,00;68,41;15,74;
84,15;0,00;1,0000;0,00;92,44;21,27;
113,71;0,00;1,0000;0,00;77,55;17,84;
95,39;0,00;1,0000;0,00;102,17;23,50;
125,67;0,00;1,0000;0,00;87,74;20,18;
107,92;0,00;1,0000;0,00;124,81;28,71;
153,52;0,00;1,0000;0,00;109,99;25,30;
135,29;0,00;1,0000;0,00;147,75;33,99;
181,74;0,00;1,0000;0,00;83,00;19,09;
102,09;0,00;1,0000;0,00;68,41;15,74;
84,15;0,00;1,0000;0,00;92,46;21,27;
113,73;0,00;1,0000;0,00;77,56;17,84;
95,40;0,00;1,0000;0,00;102,19;23,51;
125,70;0,00;1,0000;0,00;87,75;20,19;
107,94;0,00;1,0000;0,00;124,83;28,72;
153,55;0,00;1,0000;0,00;110,01;25,31;
135,32;0,00;1,0000;0,00;147,78;34,00;
181,78;0,00;1,0000;0,00;15,90;3,65;
19,55;0,00;1,0000;0,00;17,08;3,93;
21,01;0,00;1,0000;0,00;23,40;5,38;
28,78;0,00;1,0000;0,00;100,24;23,06;
123,30;0,00;1,0000;0,00;31,20;7,17;
38,37;0,00;1,0000;0,00;33,84;7,78;
41,62;0,00;1,0000;0,00;37,28;8,57;
45,85;0,00;1,0000;0,00;58,71;13,50;
72,21;0,00;1,0000;0,00;75,06;17,27;
92,33;0,00;1,0000;0,00;104,37;24,01;
128,38;0,00;1,0000;0,00;19,13;4,40;
23,53;0,00;1,0000;0,00;26,53;6,10;
32,63;0,00;1,0000;0,00;36,92;8,49;
45,41;0,00;1,0000;0,00;31,20;7,17;
38,37;0,00;1,0000;0,00;51,80;11,91;
63,71;0,00;1,0000;0,00;68,21;15,69;
83,90;0,00;1,0000;0,00;91,84;21,13;
112,97;0,00;1,0000;0,00;126,66;29,14;
155,80;0,00;1,0000;0,00;50,03;11,51;
61,54;0,00;1,0000;0,00;13,72;3,15;
16,87;0,00;1,0000;0,00;14,20;3,26;
17,46;0,00;1,0000;0,00;15,59;3,58;
19,17;0,00;1,0000;0,00;22,72;5,22;
27,94;0,00;1,0000;0,00;23,23;5,34;
28,57;0,00;1,0000;0,00;26,80;6,16;
32,96;0,00;1,0000;0,00;36,92;8,49;
45,41;0,00;1,0000;0,00;40,33;9,27;
49,60;0,00;1,0000;0,00;4,33;0,99;
5,32;0,00;1,0000;0,00;7,12;1,63;
8,75;0,00;1,0000;0,00;5,07;1,16;
6,23;0,00;1,0000;0,00;7,86;1,80;
9,66;0,00;1,0000;0,00;6,50;1,49;
7,99;0,00;1,0000;0,00;10,85;2,49;
13,34;0,00;1,0000;0,00;18,15;4,17;
22,32;0,00;1,0000;0,00;26,28;6,04;
32,32;0,00;1,0000;0,00;20,05;4,61;
24,66;0,00;1,0000;0,00;32,64;7,51;
40,15;0,00;1,0000;0,00;59,07;13,59;
72,66;0,00;1,0000;0,00;16,40;3,77;
20,17;0,00;1,0000;0,00;18,47;4,24;
22,71;0,00;1,0000;0,00;26,87;6,18;
33,05;0,00;1,0000;0,00;14,28;3,28;
17,56;0,00;1,0000;0,00;12,67;2,91;
15,58;0,00;1,0000;0,00;17,15;3,94;
21,09;0,00;1,0000;0,00;11,38;2,61;
13,99;0,00;1,0000;0,00;14,14;3,25;
17,39;0,00;1,0000;0,00;9,87;2,27;
12,14;0,00;1,0000;0,00;11,38;2,61;
13,99;0,00;1,0000;0,00;9,87;2,27;
12,14;0,00;1,0000;0,00;26,87;6,18;
33,05;0,00;1,0000;0,00;18,67;4,29;
22,96;0,00;1,0000;0,00;23,86;5,49;
29,35;0,00;1,0000;0,00;17,16;3,94;
21,10;0,00;1,0000;0,00;12,20;2,80;
15,00;0,00;1,0000;0,00;25,51;5,86;
31,37;0,00;1,0000;0,00;84,83;19,51;
104,34;0,00;1,0000;0,00;65,00;14,95;
79,95;0,00;1,0000;0,00;74,50;17,14;
91,64;0,00;1,0000;0,00;116,26;26,75;
143,01;0,00;1,0000;0,00;151,90;34,95;
186,85;7.113,30;1,0000;7.113,30;7.502,85;1.726,40;
9.229,25;0,00;1,0000;0,00;23,54;5,41;
28,95;0,00;1,0000;0,00;2,02;0,46;
2,48;0,00;1,0000;0,00;2,54;0,58;
3,12;0,00;1,0000;0,00;4,07;0,93;
5,00;0,00;1,0000;0,00;5,06;1,16;
6,22;0,00;1,0000;0,00;6,17;1,41;
7,58;16.183,91;1,0000;16.183,91;16.534,64;3.804,62;
20.339,26;18.420,61;1,0000;18.420,61;18.789,46;4.323,45;
23.112,91;25.180,49;1,0000;25.180,49;25.604,10;5.891,50;
31.495,60;16.205,53;1,0000;16.205,53;16.728,22;3.849,16;
20.577,38;12.678,82;1,0000;12.678,82;12.933,97;2.976,10;
15.910,07;147,85;1,0000;147,85;147,85;34,02;
181,87;168,97;1,0000;168,97;168,97;38,87;
207,84;126,73;1,0000;126,73;126,73;29,16;
155,89;97,15;1,0000;97,15;97,15;22,35;
119,50;84,49;1,0000;84,49;84,49;19,44;
103,93;109,84;1,0000;109,84;109,84;25,27;
135,11;0,00;1,0000;0,00;73,06;16,81;
89,87;0,00;1,0000;0,00;23,90;5,49;
29,39;0,00;1,0000;0,00;22,63;5,20;
27,83;0,00;1,0000;0,00;131,46;30,24;
161,70;0,00;1,0000;0,00;184,72;42,50;
227,22;0,00;1,0000;0,00;129,50;29,79;
159,29;0,00;1,0000;0,00;145,12;33,39;
178,51;0,00;1,0000;0,00;190,16;43,75;
233,91;0,00;1,0000;0,00;95,08;21,87;
116,95;0,00;1,0000;0,00;100,08;23,02;
123,10;0,00;1,0000;0,00;96,00;22,08;
118,08;0,00;1,0000;0,00;45,03;10,36;
55,39;0,00;1,0000;0,00;72,56;16,69;
89,25;0,00;1,0000;0,00;80,06;18,42;
98,48;0,00;1,0000;0,00;95,08;21,87;
116,95;0,00;1,0000;0,00;50,04;11,51;
61,55;0,00;1,0000;0,00;45,03;10,36;
55,39;0,00;1,0000;0,00;55,04;12,66;
67,70;0,00;1,0000;0,00;40,03;9,21;
49,24;0,00;1,0000;0,00;35,03;8,06;
43,09;0,00;1,0000;0,00;645,55;148,54;
794,09;0,00;1,0000;0,00;90,07;20,72;
110,79;0,00;1,0000;0,00;100,08;23,02;
123,10;0,00;1,0000;0,00;90,07;20,72;
110,79;0,00;1,0000;0,00;40,03;9,21;
49,24;0,00;1,0000;0,00;30,02;6,90;
36,92;0,00;1,0000;0,00;30,02;6,90;
36,92;0,00;1,0000;0,00;1,19;0,27;
1,46;0,00;1,0000;0,00;63,00;14,49;
77,49;0,00;1,0000;0,00;55,00;12,65;
67,65;0,00;1,0000;0,00;0,37;0,08;
0,45;0,00;1,0000;0,00;326,15;75,04;
401,19;0,00;1,0000;0,00;130,51;30,03;
160,54;0,00;1,0000;0,00;5,39;1,24;
6,63;0,00;1,0000;0,00;2,94;0,67;
3,61;0,00;1,0000;0,00;2.172,21;499,82;
2.672,03;0,00;1,0000;0,00;2.260,98;520,25;
2.781,23;0,00;1,0000;0,00;2.421,55;557,19;
2.978,74;0,00;1,0000;0,00;2.488,75;572,66;
3.061,41;0,00;1,0000;0,00;2.533,15;582,87;
3.116,02;0,00;1,0000;0,00;3.341,41;768,85;
4.110,26;0,00;1,0000;0,00;3.640,40;837,65;
4.478,05;0,00;1,0000;0,00;5.711,05;1.314,11;
7.025,16;0,00;1,0000;0,00;5.780,31;1.330,04;
7.110,35;0,00;1,0000;0,00;5.807,94;1.336,40;
7.144,34;0,00;1,0000;0,00;7.929,80;1.824,64;
9.754,44;0,00;1,0000;0,00;7.829,86;1.801,65;
9.631,51;0,00;1,0000;0,00;8.072,01;1.857,36;
9.929,37;0,00;1,0000;0,00;8.449,20;1.944,16;
10.393,36;0,00;1,0000;0,00;9.287,91;2.137,14;
11.425,05;0,00;1,0000;0,00;9.450,38;2.174,53;
11.624,91;0,00;1,0000;0,00;9.852,29;2.267,01;
12.119,30;0,00;1,0000;0,00;11.116,24;2.557,84;
13.674,08;0,00;1,0000;0,00;11.283,73;2.596,38;
13.880,11;0,00;1,0000;0,00;469,71;108,08;
577,79;0,00;1,0000;0,00;2.307,20;530,88;
2.838,08;0,00;1,0000;0,00;166,12;38,22;
204,34;0,00;1,0000;0,00;365,65;84,13;
449,78;0,00;1,0000;0,00;217,86;50,12;
267,98;0,00;1,0000;0,00;121,59;27,97;
149,56;0,00;1,0000;0,00;198,00;45,55;
243,55;0,00;1,0000;0,00;157,10;36,14;
193,24;0,00;1,0000;0,00;3,30;0,75;
4,05;0,00;1,0000;0,00;4,40;1,01;
5,41;0,00;1,0000;0,00;86,70;19,94;
106,64;0,00;1,0000;0,00;96,26;22,14;
118,40;0,00;1,0000;0,00;116,35;26,77;
143,12;0,00;1,0000;0,00;124,50;28,64;
153,14;0,00;1,0000;0,00;167,25;38,48;
205,73;0,00;1,0000;0,00;31,42;7,22;
38,64;0,00;1,0000;0,00;255,89;58,88;
314,77;0,00;1,0000;0,00;70,69;16,26;
86,95;0,00;1,0000;0,00;94,26;21,68;
115,94;0,00;1,0000;0,00;53,41;12,28;
65,69;0,00;1,0000;0,00;2,56;0,58;
3,14;0,00;1,0000;0,00;3,63;0,83;
4,46;0,00;1,0000;0,00;4,55;1,04;
5,59;0,00;1,0000;0,00;8,19;1,88;
10,07;0,00;1,0000;0,00;5,46;1,25;
6,71;0,00;1,0000;0,00;6,83;1,57;
8,40;0,00;1,0000;0,00;3,68;0,84;
4,52;0,00;1,0000;0,00;6,55;1,50;
8,05;0,00;1,0000;0,00;4,36;1,00;
5,36;0,00;1,0000;0,00;5,46;1,25;
6,71;0,00;1,0000;0,00;6,83;1,57;
8,40;0,00;1,0000;0,00;80,78;18,58;
99,36;0,00;1,0000;0,00;48,76;11,21;
59,97;0,00;1,0000;0,00;10,08;2,31;
12,39;0,00;1,0000;0,00;10,57;2,43;
13,00;0,00;1,0000;0,00;8,00;1,84;
9,84;0,00;1,0000;0,00;89,81;20,66;
110,47;0,05;1,0000;0,05;0,05;0,01;
0,06;0,40;1,0000;0,40;0,40;0,09;
0,49;1,64;1,0000;1,64;1,64;0,37;
2,01;1,44;1,0000;1,44;1,44;0,33;
1,77;1,23;1,0000;1,23;1,23;0,28;
1,51;1,02;1,0000;1,02;1,02;0,23;
1,25;0,81;1,0000;0,81;0,81;0,18;
0,99;0,61;1,0000;0,61;0,61;0,14;
0,75;0,05;1,0000;0,05;0,05;0,01;
0,06;0,09;1,0000;0,09;0,09;0,02;
0,11;0,07;1,0000;0,07;0,07;0,01;
0,08;0,15;1,0000;0,15;0,15;0,03;
0,18;0,13;1,0000;0,13;0,13;0,02;
0,15;0,11;1,0000;0,11;0,11;0,02;
0,13;0,17;1,0000;0,17;0,17;0,03;
0,20;0,34;1,0000;0,34;0,34;0,07;
0,41;1,19;1,0000;1,19;1,19;0,27;
1,46;1,00;1,0000;1,00;1,00;0,23;
1,23;0,84;1,0000;0,84;0,84;0,19;
1,03;0,68;1,0000;0,68;0,68;0,15;
0,83;0,51;1,0000;0,51;0,51;0,11;
0,62;1,34;1,0000;1,34;1,34;0,30;
1,64;0,51;1,0000;0,51;0,51;0,11;
0,62;2,02;1,0000;2,02;2,02;0,46;
2,48;1,75;1,0000;1,75;1,75;0,40;
2,15;1,50;1,0000;1,50;1,50;0,34;
1,84;1,26;1,0000;1,26;1,26;0,28;
1,54;1,00;1,0000;1,00;1,00;0,23;
1,23;0,75;1,0000;0,75;0,75;0,17;
0,92;0,00;1,0000;0,00;184,99;42,56;
227,55;0,00;1,0000;0,00;76,38;17,57;
93,95;0,00;1,0000;0,00;131,21;30,19;
161,40;0,00;1,0000;0,00;431,48;99,28;
530,76;0,00;1,0000;0,00;685,05;157,63;
842,68;0,00;1,0000;0,00;98,28;22,61;
120,89;0,00;1,0000;0,00;120,28;27,67;
147,95;0,00;1,0000;0,00;137,68;31,68;
169,36;0,00;1,0000;0,00;154,78;35,61;
190,39;0,00;1,0000;0,00;163,58;37,63;
201,21;0,00;1,0000;0,00;182,28;41,94;
224,22;0,00;1,0000;0,00;235,28;54,13;
289,41;0,00;1,0000;0,00;90,45;20,81;
111,26;0,00;1,0000;0,00;94,85;21,82;
116,67;0,00;1,0000;0,00;105,85;24,35;
130,20;0,00;1,0000;0,00;112,45;25,87;
138,32;0,00;1,0000;0,00;125,01;28,76;
153,77;0,00;1,0000;0,00;141,51;32,56;
174,07;0,00;1,0000;0,00;158,78;36,53;
195,31;0,00;1,0000;0,00;226,24;52,05;
278,29;0,00;1,0000;0,00;107,99;24,84;
132,83;0,00;1,0000;0,00;255,50;58,79;
314,29;0,00;1,0000;0,00;122,62;28,21;
150,83;0,00;1,0000;0,00;276,40;63,59;
339,99;0,00;1,0000;0,00;133,07;30,61;
163,68;0,00;1,0000;0,00;309,84;71,29;
381,13;0,00;1,0000;0,00;149,79;34,46;
184,25;0,00;1,0000;0,00;360,00;82,83;
442,83;0,00;1,0000;0,00;174,87;40,23;
215,10;17,87;1,0000;17,87;22,09;5,08;
27,17;0,00;1,0000;0,00;60,84;13,99;
74,83;0,00;1,0000;0,00;70,29;16,17;
86,46;0,00;1,0000;0,00;40,00;9,20;
49,20;0,00;1,0000;0,00;50,00;11,50;
61,50;0,00;1,0000;0,00;60,00;13,80;
73,80;0,00;1,0000;0,00;80,00;18,40;
98,40;18,27;1,0000;18,27;669,47;154,04;
823,51;0,00;31,2000;0,00;1.163,73;267,77;
1.431,50;0,00;1,0000;0,00;506,46;116,53;
622,99;0,00;1,0000;0,00;146,62;33,73;
180,35;0,00;1,0000;0,00;158,01;36,35;
194,36;0,00;1,0000;0,00;162,36;37,35;
199,71;0,00;1,0000;0,00;22,37;5,14;
27,51;0,00;1,0000;0,00;8,88;2,04;
10,92;0,00;1,0000;0,00;85,24;19,61;
104,85;0,00;1,0000;0,00;82,30;18,93;
101,23;0,00;1,0000;0,00;111,13;25,57;
136,70;0,00;1,0000;0,00;92,04;21,17;
113,21;0,00;1,0000;0,00;198,59;45,69;
244,28;0,00;1,0000;0,00;151,76;34,91;
186,67;0,00;1,0000;0,00;60,20;13,85;
74,05;0,00;1,0000;0,00;129,32;29,75;
159,07;0,00;1,0000;0,00;102,22;23,52;
125,74;0,00;1,0000;0,00;37,33;8,58;
45,91;0,00;1,0000;0,00;201,79;46,43;
248,22;0,00;1,0000;0,00;46,97;10,80;
57,77;0,00;1,0000;0,00;3.873,11;891,20;
4.764,31;0,00;1,0000;0,00;9,53;2,19;
11,72;0,00;1,0000;0,00;4,58;1,05;
5,63;0,00;1,0000;0,00;5,30;1,21;
6,51;0,00;1,0000;0,00;6,30;1,44;
7,74;0,00;1,0000;0,00;7,40;1,70;
9,10;0,00;1,0000;0,00;3,43;0,78;
4,21;0,00;1,0000;0,00;2,63;0,60;
3,23;0,00;1,0000;0,00;148,19;34,09;
182,28;0,00;1,0000;0,00;3,08;0,70;
3,78;0,00;1,0000;0,00;13,07;3,00;
16,07;0,00;1,0000;0,00;11,43;2,63;
14,06;0,00;1,0000;0,00;10,40;2,39;
12,79;0,00;1,0000;0,00;210,83;48,51;
259,34;0,00;1,0000;0,00;248,62;57,20;
305,82;0,00;1,0000;0,00;253,10;58,23;
311,33;0,00;1,0000;0,00;257,58;59,26;
316,84;0,00;1,0000;0,00;277,80;63,92;
341,72;0,00;1,0000;0,00;63,16;14,53;
77,69;0,00;1,0000;0,00;59,51;13,69;
73,20;0,00;1,0000;0,00;44,54;10,24;
54,78;0,00;1,0000;0,00;49,19;11,31;
60,50;0,00;1,0000;0,00;49,63;11,41;
61,04;0,00;1,0000;0,00;53,25;12,25;
65,50;0,00;1,0000;0,00;51,53;11,85;
63,38;0,00;1,0000;0,00;56,07;12,90;
68,97;0,00;1,0000;0,00;103,95;23,91;
127,86;0,00;1,0000;0,00;86,08;19,80;
105,88;0,00;1,0000;0,00;71,78;16,51;
88,29;0,00;1,0000;0,00;48,43;11,14;
59,57;0,00;1,0000;0,00;47,03;10,82;
57,85;0,00;1,0000;0,00;38,33;8,81;
47,14;0,00;1,0000;0,00;97,79;22,50;
120,29;0,00;1,0000;0,00;44,03;10,13;
54,16;0,00;1,0000;0,00;44,42;10,22;
54,64;0,00;1,0000;0,00;6,04;1,38;
7,42;0,00;1,0000;0,00;114,09;26,25;
140,34;0,00;1,0000;0,00;15,45;3,55;
19,00;0,00;1,0000;0,00;6,04;1,38;
7,42;0,00;1,0000;0,00;90,14;20,74;
110,88;0,00;1,0000;0,00;15,45;3,55;
19,00;0,00;1,0000;0,00;6,67;1,53;
8,20;0,00;1,0000;0,00;65,93;15,17;
81,10;0,00;1,0000;0,00;18,39;4,23;
22,62;0,00;1,0000;0,00;358,04;82,38;
440,42;0,00;1,0000;0,00;480,46;110,55;
591,01;0,00;1,0000;0,00;729,35;167,82;
897,17;0,00;1,0000;0,00;52,52;12,08;
64,60;0,00;1,0000;0,00;79,28;18,24;
97,52;0,00;1,0000;0,00;109,74;25,25;
134,99;0,00;1,0000;0,00;151,04;34,75;
185,79;0,00;1,0000;0,00;251,92;57,96;
309,88;0,00;1,0000;0,00;64,42;14,82;
79,24;0,00;1,0000;0,00;88,35;20,32;
108,67;0,00;1,0000;0,00;122,08;28,09;
150,17;0,00;1,0000;0,00;154,19;35,47;
189,66;0,00;1,0000;0,00;1,11;0,25;
1,36;0,00;1,0000;0,00;6,90;1,58;
8,48;0,00;1,0000;0,00;3,75;0,86;
4,61;0,00;1,0000;0,00;12,00;2,76;
14,76;0,00;1,0000;0,00;2,00;0,46;
2,46;0,00;1,0000;0,00;1,50;0,34;
1,84;0,00;1,0000;0,00;77,00;17,71;
94,71;0,00;1,0000;0,00;101,33;23,31;
124,64;0,00;1,0000;0,00;72,00;16,56;
88,56;0,00;1,0000;0,00;79,00;18,17;
97,17;0,00;1,0000;0,00;101,33;23,31;
124,64;0,00;1,0000;0,00;509,88;117,32;
627,20;0,00;1,0000;0,00;525,54;120,92;
646,46;0,00;1,0000;0,00;558,29;128,46;
686,75;0,00;1,0000;0,00;577,40;132,85;
710,25;0,00;1,0000;0,00;608,65;140,05;
748,70;0,00;1,0000;0,00;528,70;121,65;
650,35;0,00;1,0000;0,00;551,56;126,91;
678,47;0,00;1,0000;0,00;584,94;134,59;
719,53;0,00;1,0000;0,00;604,05;138,99;
743,04;0,00;1,0000;0,00;635,30;146,18;
781,48;0,00;1,0000;0,00;468,52;107,80;
576,32;0,00;1,0000;0,00;473,22;108,88;
582,10;0,00;1,0000;0,00;485,44;111,69;
597,13;0,00;1,0000;0,00;500,95;115,26;
616,21;0,00;1,0000;0,00;517,02;118,96;
635,98;0,00;1,0000;0,00;533,66;122,79;
656,45;0,00;1,0000;0,00;430,28;99,00;
529,28;0,00;1,0000;0,00;418,92;96,39;
515,31;0,00;1,0000;0,00;477,53;109,87;
587,40;0,00;1,0000;0,00;440,34;101,32;
541,66;0,00;1,0000;0,00;428,98;98,70;
527,68;0,00;1,0000;0,00;452,57;104,13;
556,70;0,00;1,0000;0,00;441,21;101,52;
542,73;0,00;1,0000;0,00;464,81;106,95;
571,76;0,00;1,0000;0,00;453,45;104,33;
557,78;0,00;1,0000;0,00;481,71;110,84;
592,55;0,00;1,0000;0,00;470,35;108,22;
578,57;0,00;1,0000;0,00;527,13;121,29;
648,42;0,00;1,0000;0,00;460,98;106,07;
567,05;0,00;1,0000;0,00;434,33;99,93;
534,26;0,00;1,0000;0,00;474,44;109,16;
583,60;0,00;1,0000;0,00;447,79;103,03;
550,82;0,00;1,0000;0,00;488,40;112,38;
600,78;0,00;1,0000;0,00;461,75;106,24;
567,99;0,00;1,0000;0,00;502,90;115,71;
618,61;0,00;1,0000;0,00;476,25;109,58;
585,83;0,00;1,0000;0,00;517,95;119,18;
637,13;0,00;1,0000;0,00;491,30;113,04;
604,34;0,00;1,0000;0,00;533,57;122,77;
656,34;0,00;1,0000;0,00;492,64;113,35;
605,99;0,00;1,0000;0,00;465,99;107,22;
573,21;0,00;1,0000;0,00;508,79;117,07;
625,86;0,00;1,0000;0,00;482,14;110,94;
593,08;0,00;1,0000;0,00;515,00;118,50;
633,50;0,00;1,0000;0,00;481,50;110,79;
592,29;0,00;1,0000;0,00;527,80;121,44;
649,24;0,00;1,0000;0,00;501,15;115,31;
616,46;0,00;1,0000;0,00;487,98;112,28;
600,26;0,00;1,0000;0,00;461,33;106,15;
567,48;0,00;1,0000;0,00;442,50;101,81;
544,31;0,00;1,0000;0,00;415,85;95,68;
511,53;0,00;1,0000;0,00;448,01;103,08;
551,09;0,00;1,0000;0,00;421,36;96,95;
518,31;0,00;1,0000;0,00;19,96;4,59;
24,55;0,00;1,0000;0,00;315,94;72,69;
388,63;0,00;1,0000;0,00;314,06;72,26;
386,32;0,00;1,0000;0,00;301,96;69,48;
371,44;0,00;1,0000;0,00;710,27;163,43;
873,70;0,00;1,0000;0,00;331,40;76,25;
407,65;0,00;1,0000;0,00;238,74;54,93;
293,67;0,00;1,0000;0,00;230,97;53,14;
284,11;0,00;1,0000;0,00;21,90;5,03;
26,93;0,00;1,0000;0,00;21,90;5,03;
26,93;0,00;1,0000;0,00;2,00;0,46;
2,46;0,00;1,0000;0,00;0,80;0,18;
0,98;0,00;1,0000;0,00;0,80;0,18;
0,98;0,00;1,0000;0,00;40,00;9,20;
49,20;0,00;1,0000;0,00;22,80;5,24;
28,04;0,00;1,0000;0,00;83,41;19,19;
102,60;0,00;1,0000;0,00;2.119,35;487,66;
2.607,01;0,00;1,0000;0,00;232,48;53,49;
285,97;0,00;1,0000;0,00;265,63;61,12;
326,75;0,00;1,0000;0,00;354,85;81,65;
436,50;0,00;1,0000;0,00;365,46;84,09;
449,55;0,00;1,0000;0,00;401,14;92,30;
493,44;0,00;1,0000;0,00;416,32;95,79;
512,11;0,00;1,0000;0,00;416,32;95,79;
512,11;0,00;1,0000;0,00;419,36;96,49;
515,85;0,00;1,0000;0,00;414,69;95,42;
510,11;0,00;1,0000;0,00;414,69;95,42;
510,11;0,00;1,0000;0,00;298,32;68,64;
366,96;0,00;1,0000;0,00;298,32;68,64;
366,96;0,00;1,0000;0,00;467,25;107,51;
574,76;0,00;1,0000;0,00;303,14;69,75;
372,89;0,00;1,0000;0,00;333,54;76,74;
410,28;0,00;1,0000;0,00;445,75;102,56;
548,31;0,00;1,0000;0,00;341,34;78,54;
419,88;0,00;1,0000;0,00;323,72;74,48;
398,20;0,00;1,0000;0,00;530,47;122,06;
652,53;0,00;1,0000;0,00;342,82;78,88;
421,70;0,00;1,0000;0,00;17,39;4,00;
21,39;0,00;1,0000;0,00;32,23;7,41;
39,64;0,00;1,0000;0,00;46,61;10,72;
57,33;0,00;1,0000;0,00;54,90;12,63;
67,53;0,00;1,0000;0,00;69,26;15,93;
85,19;0,00;1,0000;0,00;105,10;24,18;
129,28;0,00;1,0000;0,00;158,53;36,47;
195,00;0,00;1,0000;0,00;224,51;51,65;
276,16;0,00;1,0000;0,00;80,45;18,51;
98,96;0,00;1,0000;0,00;103,41;23,79;
127,20;0,00;1,0000;0,00;97,39;22,40;
119,79;0,00;1,0000;0,00;52,15;11,99;
64,14;0,00;1,0000;0,00;122,42;28,16;
150,58;0,00;1,0000;0,00;168,20;38,70;
206,90;0,00;1,0000;0,00;65,27;15,01;
80,28;0,00;1,0000;0,00;631,14;145,22;
776,36;0,00;1,0000;0,00;90,08;20,72;
110,80;0,00;1,0000;0,00;128,72;29,61;
158,33;0,00;1,0000;0,00;154,98;35,66;
190,64;0,00;1,0000;0,00;242,46;55,79;
298,25;0,00;1,0000;0,00;273,94;63,03;
336,97;0,00;1,0000;0,00;368,75;84,84;
453,59;0,00;1,0000;0,00;457,15;105,19;
562,34;0,00;1,0000;0,00;487,62;112,20;
599,82;0,00;1,0000;0,00;631,14;145,22;
776,36;0,00;1,0000;0,00;65,99;15,18;
81,17;0,00;1,0000;0,00;96,11;22,11;
118,22;0,00;1,0000;0,00;115,59;26,59;
142,18;0,00;1,0000;0,00;172,05;39,58;
211,63;0,00;1,0000;0,00;205,61;47,31;
252,92;0,00;1,0000;0,00;290,66;66,88;
357,54;0,00;1,0000;0,00;394,07;90,67;
484,74;0,00;1,0000;0,00;487,62;112,20;
599,82;0,00;1,0000;0,00;17,66;4,06;
21,72;0,00;1,0000;0,00;184,25;42,39;
226,64;0,00;1,0000;0,00;20,67;4,75;
25,42;0,00;1,0000;0,00;21,11;4,85;
